DRAMP02143|len27	DRAMP02130|len27
DRAMP02144|len79	DRAMP02144|len79
DRAMP02144|len79	DRAMP02265|len79
DRAMP02144|len79	DRAMP02371|len80
DRAMP02144|len79	DRAMP02832|len79
DRAMP02144|len79	DRAMP02982|len79
DRAMP18397|len13	DRAMP18397|len13
DRAMP35071|len19	DRAMP35071|len19
DRAMP35071|len19	DRAMP35070|len19
DRAMP35073|len19	DRAMP35073|len19
DRAMP35073|len19	DRAMP35072|len19
DRAMP35088|len22	DRAMP35088|len22
DRAMP35088|len22	DRAMP18620|len21
DRAMP35088|len22	DRAMP18667|len21
DRAMP35088|len22	DRAMP29557|len21
DRAMP35088|len22	DRAMP29558|len21
DRAMP35103|len4	DRAMP35103|len4
DRAMP35112|len5	DRAMP35112|len5
DRAMP35119|len6	DRAMP35119|len6
DRAMP35123|len20	DRAMP35123|len20
DRAMP35123|len20	DRAMP35122|len21
DRAMP35124|len20	DRAMP35124|len20
DRAMP35176|len27	DRAMP35176|len27
DRAMP35176|len27	DRAMP32906|len27
DRAMP35177|len5	DRAMP35177|len5
DRAMP35178|len28	DRAMP35178|len28
DRAMP35179|len35	DRAMP35179|len35
DRAMP35182|len20	DRAMP35182|len20
DRAMP35184|len8	DRAMP35184|len8
DRAMP35185|len12	DRAMP35185|len12
DRAMP35187|len24	DRAMP35187|len24
DRAMP35187|len24	DRAMP35186|len24
DRAMP35191|len11	DRAMP35191|len11
DRAMP35192|len13	DRAMP35192|len13
DRAMP35200|len17	DRAMP35200|len17
DRAMP35200|len17	DRAMP35199|len17
DRAMP35248|len45	DRAMP35248|len45
DRAMP35248|len45	DRAMP35246|len37
DRAMP35248|len45	DRAMP35247|len41
DRAMP35248|len45	DRAMP35249|len37
DRAMP35248|len45	DRAMP35250|len41
DRAMP35248|len45	DRAMP35251|len45
DRAMP35248|len45	DRAMP35252|len42
DRAMP35253|len8	DRAMP35253|len8
DRAMP35254|len16	DRAMP35254|len16
DRAMP35256|len32	DRAMP35256|len32
DRAMP35257|len37	DRAMP35257|len37
DRAMP35263|len19	DRAMP35263|len19
DRAMP35264|len18	DRAMP35264|len18
DRAMP35265|len17	DRAMP35265|len17
DRAMP35265|len17	DRAMP35259|len20
DRAMP35265|len17	DRAMP35260|len19
DRAMP35265|len17	DRAMP35261|len18
DRAMP35265|len17	DRAMP35262|len17
DRAMP35265|len17	DRAMP35269|len14
DRAMP35265|len17	DRAMP35273|len17
DRAMP35265|len17	DRAMP35271|len17
DRAMP35265|len17	DRAMP35272|len17
DRAMP35268|len15	DRAMP35268|len15
DRAMP35268|len15	DRAMP35267|len16
DRAMP35270|len13	DRAMP35270|len13
DRAMP35276|len11	DRAMP35276|len11
DRAMP35302|len18	DRAMP35302|len18
DRAMP35302|len18	DRAMP35300|len20
DRAMP35303|len18	DRAMP35303|len18
DRAMP35303|len18	DRAMP35301|len20
DRAMP35305|len17	DRAMP35305|len17
DRAMP35305|len17	DRAMP35090|len16
DRAMP35305|len17	DRAMP35092|len15
DRAMP35305|len17	DRAMP35095|len16
DRAMP35305|len17	DRAMP35304|len17
DRAMP35305|len17	DRAMP35307|len17
DRAMP35306|len17	DRAMP35306|len17
DRAMP35309|len38	DRAMP35309|len38
DRAMP35309|len38	DRAMP35310|len38
DRAMP35309|len38	DRAMP35311|len38
DRAMP35312|len38	DRAMP35312|len38
DRAMP35317|len38	DRAMP35317|len38
DRAMP35317|len38	DRAMP35316|len38
DRAMP35317|len38	DRAMP35325|len38
DRAMP35317|len38	DRAMP35326|len36
DRAMP35317|len38	DRAMP35327|len35
DRAMP35321|len38	DRAMP35321|len38
DRAMP35328|len38	DRAMP35328|len38
DRAMP35360|len33	DRAMP35360|len33
DRAMP35369|len5	DRAMP35369|len5
DRAMP35370|len18	DRAMP35370|len18
DRAMP35374|len9	DRAMP35374|len9
DRAMP35376|len7	DRAMP35376|len7
DRAMP35388|len14	DRAMP35388|len14
DRAMP35388|len14	DRAMP31968|len14
DRAMP35388|len14	DRAMP35384|len14
DRAMP35388|len14	DRAMP29910|len14
DRAMP35388|len14	DRAMP35386|len14
DRAMP35388|len14	DRAMP35387|len14
DRAMP35388|len14	DRAMP35389|len14
DRAMP35388|len14	DRAMP35390|len14
DRAMP35396|len23	DRAMP35396|len23
DRAMP35398|len16	DRAMP35398|len16
DRAMP35400|len19	DRAMP35400|len19
DRAMP35400|len19	DRAMP35399|len19
DRAMP35405|len21	DRAMP35405|len21
DRAMP35407|len9	DRAMP35407|len9
DRAMP35414|len16	DRAMP35414|len16
DRAMP35415|len23	DRAMP35415|len23
DRAMP35419|len27	DRAMP35419|len27
DRAMP35420|len31	DRAMP35420|len31
DRAMP35420|len31	DRAMP35424|len35
DRAMP35468|len18	DRAMP35468|len18
DRAMP35477|len8	DRAMP35477|len8
DRAMP35490|len9	DRAMP35490|len9
DRAMP35494|len6	DRAMP35494|len6
DRAMP35495|len11	DRAMP35495|len11
DRAMP35529|len20	DRAMP35529|len20
DRAMP35531|len13	DRAMP35531|len13
DRAMP35532|len13	DRAMP35532|len13
DRAMP35533|len12	DRAMP35533|len12
DRAMP35541|len19	DRAMP35541|len19
DRAMP35544|len17	DRAMP35544|len17
DRAMP35616|len17	DRAMP35616|len17
DRAMP35616|len17	DRAMP35615|len17
DRAMP35616|len17	DRAMP35614|len17
DRAMP35617|len22	DRAMP35617|len22
DRAMP35618|len13	DRAMP35618|len13
DRAMP35619|len4	DRAMP35619|len4
DRAMP35620|len4	DRAMP35620|len4
DRAMP35623|len2	DRAMP35623|len2
DRAMP35624|len15	DRAMP35624|len15
DRAMP35625|len16	DRAMP35625|len16
DRAMP35629|len12	DRAMP35629|len12
DRAMP35630|len12	DRAMP35630|len12
DRAMP35636|len53	DRAMP35636|len53
DRAMP35636|len53	DRAMP35635|len53
DRAMP35638|len19	DRAMP35638|len19
DRAMP35646|len16	DRAMP35646|len16
DRAMP35647|len13	DRAMP35647|len13
DRAMP35647|len13	DRAMP21246|len13
DRAMP35647|len13	DRAMP21247|len15
DRAMP35650|len14	DRAMP35650|len14
DRAMP35650|len14	DRAMP35649|len14
DRAMP35651|len14	DRAMP35651|len14
DRAMP35652|len14	DRAMP35652|len14
DRAMP35656|len21	DRAMP35656|len21
DRAMP35656|len21	DRAMP35655|len21
DRAMP35656|len21	DRAMP35653|len21
DRAMP35656|len21	DRAMP35654|len21
DRAMP35657|len6	DRAMP35657|len6
DRAMP35662|len5	DRAMP35662|len5
DRAMP35664|len10	DRAMP35664|len10
DRAMP35669|len20	DRAMP35669|len20
DRAMP35669|len20	DRAMP34555|len21
DRAMP35676|len20	DRAMP35676|len20
DRAMP35677|len20	DRAMP35677|len20
DRAMP35678|len20	DRAMP35678|len20
DRAMP35681|len12	DRAMP35681|len12
DRAMP35682|len13	DRAMP35682|len13
DRAMP35683|len13	DRAMP35683|len13
DRAMP35687|len17	DRAMP35687|len17
DRAMP35687|len17	DRAMP32171|len17
DRAMP35687|len17	DRAMP32172|len17
DRAMP35687|len17	DRAMP32163|len17
DRAMP35687|len17	DRAMP32164|len17
DRAMP35687|len17	DRAMP32165|len17
DRAMP35687|len17	DRAMP32168|len17
DRAMP35687|len17	DRAMP32179|len17
DRAMP35687|len17	DRAMP32169|len17
DRAMP35687|len17	DRAMP32167|len17
DRAMP35687|len17	DRAMP32170|len17
DRAMP35687|len17	DRAMP32178|len17
DRAMP35687|len17	DRAMP32180|len17
DRAMP35687|len17	DRAMP32188|len17
DRAMP35687|len17	DRAMP32191|len17
DRAMP35687|len17	DRAMP32173|len17
DRAMP35687|len17	DRAMP32162|len17
DRAMP35687|len17	DRAMP32174|len17
DRAMP35687|len17	DRAMP32175|len17
DRAMP35687|len17	DRAMP32176|len17
DRAMP35687|len17	DRAMP32196|len17
DRAMP35687|len17	DRAMP32177|len17
DRAMP35687|len17	DRAMP32181|len17
DRAMP35687|len17	DRAMP32182|len17
DRAMP35687|len17	DRAMP32185|len17
DRAMP35687|len17	DRAMP32190|len17
DRAMP35687|len17	DRAMP32195|len17
DRAMP35687|len17	DRAMP32197|len17
DRAMP35687|len17	DRAMP32183|len17
DRAMP35687|len17	DRAMP32184|len17
DRAMP35687|len17	DRAMP32187|len17
DRAMP35687|len17	DRAMP32189|len17
DRAMP35687|len17	DRAMP32192|len17
DRAMP35687|len17	DRAMP32193|len17
DRAMP35687|len17	DRAMP32194|len17
DRAMP35687|len17	DRAMP34556|len17
DRAMP35687|len17	DRAMP32186|len17
DRAMP35687|len17	DRAMP33675|len19
DRAMP35687|len17	DRAMP35688|len17
DRAMP35687|len17	DRAMP32166|len17
DRAMP35689|len5	DRAMP35689|len5
DRAMP35690|len5	DRAMP35690|len5
DRAMP35691|len5	DRAMP35691|len5
DRAMP35692|len5	DRAMP35692|len5
DRAMP35693|len5	DRAMP35693|len5
DRAMP35694|len5	DRAMP35694|len5
DRAMP35696|len5	DRAMP35696|len5
DRAMP35697|len5	DRAMP35697|len5
DRAMP35698|len5	DRAMP35698|len5
DRAMP35698|len5	DRAMP35695|len5
DRAMP35699|len5	DRAMP35699|len5
DRAMP35700|len5	DRAMP35700|len5
DRAMP35701|len5	DRAMP35701|len5
DRAMP35702|len5	DRAMP35702|len5
DRAMP35703|len5	DRAMP35703|len5
DRAMP35704|len5	DRAMP35704|len5
DRAMP35705|len5	DRAMP35705|len5
DRAMP35707|len11	DRAMP35707|len11
DRAMP35708|len11	DRAMP35708|len11
DRAMP35709|len11	DRAMP35709|len11
DRAMP35710|len11	DRAMP35710|len11
DRAMP35712|len17	DRAMP35712|len17
DRAMP35713|len18	DRAMP35713|len18
DRAMP35714|len16	DRAMP35714|len16
DRAMP35715|len24	DRAMP35715|len24
DRAMP35716|len14	DRAMP35716|len14
DRAMP35718|len32	DRAMP35718|len32
DRAMP35718|len32	DRAMP35717|len32
DRAMP35719|len4	DRAMP35719|len4
DRAMP35720|len32	DRAMP35720|len32
DRAMP35722|len27	DRAMP35722|len27
DRAMP35723|len14	DRAMP35723|len14
DRAMP35724|len14	DRAMP35724|len14
DRAMP35729|len30	DRAMP35729|len30
DRAMP35733|len2	DRAMP35733|len2
DRAMP35735|len10	DRAMP35735|len10
DRAMP35736|len10	DRAMP35736|len10
DRAMP04159|len25	DRAMP04159|len25
DRAMP04159|len25	DRAMP04160|len24
DRAMP04159|len25	DRAMP04161|len23
DRAMP04159|len25	DRAMP04162|len22
DRAMP04159|len25	DRAMP04163|len21
DRAMP04159|len25	DRAMP04164|len20
DRAMP04159|len25	DRAMP03644|len26
DRAMP04159|len25	DRAMP04151|len25
DRAMP04159|len25	DRAMP04152|len24
DRAMP04159|len25	DRAMP04153|len23
DRAMP04159|len25	DRAMP04154|len22
DRAMP04159|len25	DRAMP04155|len21
DRAMP04159|len25	DRAMP03646|len29
DRAMP04168|len16	DRAMP04168|len16
DRAMP04168|len16	DRAMP04165|len19
DRAMP04168|len16	DRAMP04166|len18
DRAMP04168|len16	DRAMP04167|len17
DRAMP04168|len16	DRAMP04169|len14
DRAMP04170|len12	DRAMP04170|len12
DRAMP04170|len12	DRAMP04171|len11
DRAMP04174|len7	DRAMP04174|len7
DRAMP04175|len7	DRAMP04175|len7
DRAMP04176|len9	DRAMP04176|len9
DRAMP04177|len9	DRAMP04177|len9
DRAMP04178|len9	DRAMP04178|len9
DRAMP04179|len9	DRAMP04179|len9
DRAMP04180|len11	DRAMP04180|len11
DRAMP04181|len11	DRAMP04181|len11
DRAMP04182|len11	DRAMP04182|len11
DRAMP04183|len11	DRAMP04183|len11
DRAMP04184|len13	DRAMP04184|len13
DRAMP04185|len13	DRAMP04185|len13
DRAMP04186|len11	DRAMP04186|len11
DRAMP04187|len11	DRAMP04187|len11
DRAMP04188|len11	DRAMP04188|len11
DRAMP04189|len11	DRAMP04189|len11
DRAMP04190|len11	DRAMP04190|len11
DRAMP04192|len11	DRAMP04192|len11
DRAMP04193|len11	DRAMP04193|len11
DRAMP04194|len11	DRAMP04194|len11
DRAMP04195|len11	DRAMP04195|len11
DRAMP04196|len11	DRAMP04196|len11
DRAMP04233|len20	DRAMP04233|len20
DRAMP04235|len20	DRAMP04235|len20
DRAMP04235|len20	DRAMP04234|len20
DRAMP04237|len13	DRAMP04237|len13
DRAMP04240|len8	DRAMP04240|len8
DRAMP04242|len11	DRAMP04242|len11
DRAMP04242|len11	DRAMP04241|len11
DRAMP04243|len10	DRAMP04243|len10
DRAMP04244|len9	DRAMP04244|len9
DRAMP04279|len13	DRAMP04279|len13
DRAMP04379|len14	DRAMP04379|len14
DRAMP04379|len14	DRAMP04378|len14
DRAMP04379|len14	DRAMP04377|len14
DRAMP04379|len14	DRAMP03022|len14
DRAMP04379|len14	DRAMP04374|len14
DRAMP04379|len14	DRAMP04371|len14
DRAMP04379|len14	DRAMP04372|len14
DRAMP04379|len14	DRAMP03019|len14
DRAMP04387|len14	DRAMP04387|len14
DRAMP04387|len14	DRAMP03021|len17
DRAMP04387|len14	DRAMP04380|len17
DRAMP04387|len14	DRAMP04381|len16
DRAMP04387|len14	DRAMP04382|len15
DRAMP04387|len14	DRAMP04385|len16
DRAMP04387|len14	DRAMP04386|len15
DRAMP04387|len14	DRAMP04391|len17
DRAMP04387|len14	DRAMP04392|len17
DRAMP04387|len14	DRAMP04393|len17
DRAMP04387|len14	DRAMP03051|len17
DRAMP04387|len14	DRAMP04388|len13
DRAMP04387|len14	DRAMP03050|len17
DRAMP04389|len17	DRAMP04389|len17
DRAMP04390|len13	DRAMP04390|len13
DRAMP04528|len83	DRAMP04528|len83
DRAMP04546|len16	DRAMP04546|len16
DRAMP04546|len16	DRAMP04545|len16
DRAMP04553|len19	DRAMP04553|len19
DRAMP04671|len30	DRAMP04671|len30
DRAMP04679|len16	DRAMP04679|len16
DRAMP00003|len33	DRAMP00003|len33
DRAMP00004|len46	DRAMP00004|len46
DRAMP18350|len21	DRAMP18350|len21
DRAMP18350|len21	DRAMP18349|len21
DRAMP18350|len21	DRAMP18347|len21
DRAMP18350|len21	DRAMP18345|len21
DRAMP18350|len21	DRAMP00205|len21
DRAMP18350|len21	DRAMP02901|len21
DRAMP00009|len29	DRAMP00009|len29
DRAMP00137|len26	DRAMP00137|len26
DRAMP00138|len23	DRAMP00138|len23
DRAMP00138|len23	DRAMP00139|len24
DRAMP00140|len57	DRAMP00140|len57
DRAMP00140|len57	DRAMP00142|len57
DRAMP00143|len26	DRAMP00143|len26
DRAMP00143|len26	DRAMP00219|len22
DRAMP00143|len26	DRAMP00249|len22
DRAMP00143|len26	DRAMP18279|len23
DRAMP00144|len50	DRAMP00144|len50
DRAMP00145|len31	DRAMP00145|len31
DRAMP00145|len31	DRAMP00158|len33
DRAMP00146|len45	DRAMP00146|len45
DRAMP00148|len35	DRAMP00148|len35
DRAMP00150|len46	DRAMP00150|len46
DRAMP00150|len46	DRAMP00147|len46
DRAMP00152|len35	DRAMP00152|len35
DRAMP00152|len35	DRAMP00133|len35
DRAMP00152|len35	DRAMP00131|len35
DRAMP00153|len44	DRAMP00153|len44
DRAMP00154|len49	DRAMP00154|len49
DRAMP00155|len59	DRAMP00155|len59
DRAMP00157|len27	DRAMP00157|len27
DRAMP00159|len33	DRAMP00159|len33
DRAMP00162|len30	DRAMP00162|len30
DRAMP00163|len30	DRAMP00163|len30
DRAMP00164|len70	DRAMP00164|len70
DRAMP00165|len58	DRAMP00165|len58
DRAMP00165|len58	DRAMP00207|len58
DRAMP00166|len58	DRAMP00166|len58
DRAMP00168|len46	DRAMP00168|len46
DRAMP00169|len70	DRAMP00169|len70
DRAMP00169|len70	DRAMP18272|len70
DRAMP00169|len70	DRAMP18265|len70
DRAMP00170|len60	DRAMP00170|len60
DRAMP00172|len60	DRAMP00172|len60
DRAMP18337|len6	DRAMP18337|len6
DRAMP00175|len44	DRAMP00175|len44
DRAMP00175|len44	DRAMP00176|len43
DRAMP00175|len44	DRAMP00188|len44
DRAMP00175|len44	DRAMP18262|len44
DRAMP00175|len44	DRAMP18261|len43
DRAMP00179|len34	DRAMP00179|len34
DRAMP00180|len47	DRAMP00180|len47
DRAMP00181|len54	DRAMP00181|len54
DRAMP00183|len31	DRAMP00183|len31
DRAMP00184|len66	DRAMP00184|len66
DRAMP00185|len31	DRAMP00185|len31
DRAMP00186|len24	DRAMP00186|len24
DRAMP00187|len22	DRAMP00187|len22
DRAMP00193|len43	DRAMP00193|len43
DRAMP00194|len19	DRAMP00194|len19
DRAMP00195|len88	DRAMP00195|len88
DRAMP00196|len90	DRAMP00196|len90
DRAMP00197|len74	DRAMP00197|len74
DRAMP00198|len60	DRAMP00198|len60
DRAMP00199|len62	DRAMP00199|len62
DRAMP00200|len77	DRAMP00200|len77
DRAMP00202|len14	DRAMP00202|len14
DRAMP00203|len14	DRAMP00203|len14
DRAMP00203|len14	DRAMP00201|len14
DRAMP00203|len14	DRAMP00204|len14
DRAMP00203|len14	DRAMP18302|len16
DRAMP00203|len14	DRAMP18210|len12
DRAMP00208|len26	DRAMP00208|len26
DRAMP00212|len13	DRAMP00212|len13
DRAMP00213|len37	DRAMP00213|len37
DRAMP00214|len22	DRAMP00214|len22
DRAMP00215|len62	DRAMP00215|len62
DRAMP00215|len62	DRAMP00136|len62
DRAMP00216|len47	DRAMP00216|len47
DRAMP00217|len8	DRAMP00217|len8
DRAMP00220|len17	DRAMP00220|len17
DRAMP00221|len53	DRAMP00221|len53
DRAMP00224|len15	DRAMP00224|len15
DRAMP00225|len48	DRAMP00225|len48
DRAMP00226|len9	DRAMP00226|len9
DRAMP00228|len12	DRAMP00228|len12
DRAMP00230|len18	DRAMP00230|len18
DRAMP00230|len18	DRAMP00231|len20
DRAMP00234|len11	DRAMP00234|len11
DRAMP00235|len87	DRAMP00235|len87
DRAMP00236|len36	DRAMP00236|len36
DRAMP00236|len36	DRAMP20764|len38
DRAMP00237|len15	DRAMP00237|len15
DRAMP00239|len27	DRAMP00239|len27
DRAMP00247|len15	DRAMP00247|len15
DRAMP00247|len15	DRAMP00246|len15
DRAMP00247|len15	DRAMP00245|len15
DRAMP00248|len43	DRAMP00248|len43
DRAMP00248|len43	DRAMP00229|len43
DRAMP00250|len9	DRAMP00250|len9
DRAMP00251|len22	DRAMP00251|len22
DRAMP00252|len51	DRAMP00252|len51
DRAMP00253|len96	DRAMP00253|len96
DRAMP00256|len34	DRAMP00256|len34
DRAMP00259|len50	DRAMP00259|len50
DRAMP00260|len36	DRAMP00260|len36
DRAMP00260|len36	DRAMP00079|len44
DRAMP00260|len36	DRAMP18352|len43
DRAMP00260|len36	DRAMP00092|len39
DRAMP00260|len36	DRAMP00111|len42
DRAMP00260|len36	DRAMP00121|len48
DRAMP00260|len36	DRAMP18260|len43
DRAMP00260|len36	DRAMP04424|len43
DRAMP00261|len95	DRAMP00261|len95
DRAMP00262|len101	DRAMP00262|len101
DRAMP00263|len56	DRAMP00263|len56
DRAMP00263|len56	DRAMP18216|len54
DRAMP02184|len9	DRAMP02184|len9
DRAMP02185|len13	DRAMP02185|len13
DRAMP02185|len13	DRAMP02176|len13
DRAMP02185|len13	DRAMP02177|len13
DRAMP02185|len13	DRAMP02178|len13
DRAMP02185|len13	DRAMP02179|len13
DRAMP02185|len13	DRAMP02180|len13
DRAMP02186|len6	DRAMP02186|len6
DRAMP18271|len64	DRAMP18271|len64
DRAMP18271|len64	DRAMP18212|len64
DRAMP02197|len75	DRAMP02197|len75
DRAMP02197|len75	DRAMP01884|len72
DRAMP02197|len75	DRAMP02198|len71
DRAMP02197|len75	DRAMP02202|len75
DRAMP02197|len75	DRAMP02212|len71
DRAMP02197|len75	DRAMP02214|len71
DRAMP02197|len75	DRAMP02215|len71
DRAMP02197|len75	DRAMP02216|len71
DRAMP02197|len75	DRAMP04522|len72
DRAMP02197|len75	DRAMP02199|len70
DRAMP02197|len75	DRAMP02213|len71
DRAMP02197|len75	DRAMP02898|len80
DRAMP02197|len75	DRAMP01210|len69
DRAMP02197|len75	DRAMP01211|len69
DRAMP02197|len75	DRAMP02896|len71
DRAMP02197|len75	DRAMP02897|len70
DRAMP02197|len75	DRAMP02899|len70
DRAMP02197|len75	DRAMP02900|len70
DRAMP02197|len75	DRAMP04676|len75
DRAMP02197|len75	DRAMP04677|len75
DRAMP02197|len75	DRAMP01862|len71
DRAMP02197|len75	DRAMP01860|len71
DRAMP02197|len75	DRAMP01868|len71
DRAMP02197|len75	DRAMP02107|len71
DRAMP02197|len75	DRAMP02203|len61
DRAMP02197|len75	DRAMP02204|len61
DRAMP02197|len75	DRAMP02201|len71
DRAMP02197|len75	DRAMP04403|len86
DRAMP02197|len75	DRAMP04399|len69
DRAMP02197|len75	DRAMP04400|len69
DRAMP02197|len75	DRAMP04401|len69
DRAMP02197|len75	DRAMP04402|len69
DRAMP02197|len75	DRAMP04404|len69
DRAMP02197|len75	DRAMP04518|len86
DRAMP02197|len75	DRAMP04519|len69
DRAMP02197|len75	DRAMP04523|len69
DRAMP02197|len75	DRAMP04524|len69
DRAMP02197|len75	DRAMP04406|len71
DRAMP02197|len75	DRAMP02211|len73
DRAMP02197|len75	DRAMP02210|len71
DRAMP02197|len75	DRAMP04407|len76
DRAMP02197|len75	DRAMP01861|len74
DRAMP02197|len75	DRAMP01863|len74
DRAMP02197|len75	DRAMP04405|len70
DRAMP02197|len75	DRAMP04510|len74
DRAMP02197|len75	DRAMP04511|len74
DRAMP02197|len75	DRAMP04512|len74
DRAMP02197|len75	DRAMP04514|len74
DRAMP02197|len75	DRAMP04515|len74
DRAMP02197|len75	DRAMP04516|len74
DRAMP02197|len75	DRAMP04517|len74
DRAMP02197|len75	DRAMP01882|len72
DRAMP02197|len75	DRAMP02209|len66
DRAMP02197|len75	DRAMP02208|len66
DRAMP02197|len75	DRAMP04507|len76
DRAMP02197|len75	DRAMP01335|len76
DRAMP02197|len75	DRAMP04508|len76
DRAMP02197|len75	DRAMP04509|len76
DRAMP02197|len75	DRAMP04513|len76
DRAMP02197|len75	DRAMP04521|len76
DRAMP02197|len75	DRAMP04520|len76
DRAMP02197|len75	DRAMP01334|len76
DRAMP02207|len44	DRAMP02207|len44
DRAMP02207|len44	DRAMP02206|len46
DRAMP02207|len44	DRAMP02192|len41
DRAMP02207|len44	DRAMP02194|len42
DRAMP02207|len44	DRAMP02196|len42
DRAMP02232|len12	DRAMP02232|len12
DRAMP01384|len9	DRAMP01384|len9
DRAMP18270|len43	DRAMP18270|len43
DRAMP18270|len43	DRAMP00156|len43
DRAMP18270|len43	DRAMP00161|len43
DRAMP02267|len66	DRAMP02267|len66
DRAMP02287|len23	DRAMP02287|len23
DRAMP02287|len23	DRAMP02286|len23
DRAMP02287|len23	DRAMP02285|len24
DRAMP02287|len23	DRAMP02284|len24
DRAMP02309|len15	DRAMP02309|len15
DRAMP02309|len15	DRAMP02308|len15
DRAMP02310|len33	DRAMP02310|len33
DRAMP02319|len13	DRAMP02319|len13
DRAMP02319|len13	DRAMP02320|len13
DRAMP02323|len24	DRAMP02323|len24
DRAMP02323|len24	DRAMP02377|len24
DRAMP02325|len23	DRAMP02325|len23
DRAMP02325|len23	DRAMP02330|len22
DRAMP02325|len23	DRAMP02331|len22
DRAMP02325|len23	DRAMP02326|len23
DRAMP02325|len23	DRAMP02327|len23
DRAMP02325|len23	DRAMP02328|len23
DRAMP02325|len23	DRAMP02329|len22
DRAMP02325|len23	DRAMP03673|len22
DRAMP02325|len23	DRAMP18395|len22
DRAMP02325|len23	DRAMP02332|len22
DRAMP02333|len44	DRAMP02333|len44
DRAMP02333|len44	DRAMP18202|len46
DRAMP02335|len15	DRAMP02335|len15
DRAMP02338|len60	DRAMP02338|len60
DRAMP02339|len13	DRAMP02339|len13
DRAMP02342|len13	DRAMP02342|len13
DRAMP02342|len13	DRAMP02341|len13
DRAMP01375|len32	DRAMP01375|len32
DRAMP02345|len53	DRAMP02345|len53
DRAMP02346|len77	DRAMP02346|len77
DRAMP02346|len77	DRAMP02369|len78
DRAMP02353|len21	DRAMP02353|len21
DRAMP18267|len23	DRAMP18267|len23
DRAMP02372|len25	DRAMP02372|len25
DRAMP02372|len25	DRAMP04499|len26
DRAMP02372|len25	DRAMP34343|len26
DRAMP02375|len21	DRAMP02375|len21
DRAMP02383|len42	DRAMP02383|len42
DRAMP02383|len42	DRAMP18369|len43
DRAMP02385|len20	DRAMP02385|len20
DRAMP02385|len20	DRAMP02314|len21
DRAMP02385|len20	DRAMP02374|len21
DRAMP02387|len17	DRAMP02387|len17
DRAMP02387|len17	DRAMP18716|len19
DRAMP02392|len30	DRAMP02392|len30
DRAMP02245|len27	DRAMP02245|len27
DRAMP02245|len27	DRAMP02244|len31
DRAMP02245|len27	DRAMP02229|len31
DRAMP02245|len27	DRAMP02241|len31
DRAMP02245|len27	DRAMP02226|len28
DRAMP02245|len27	DRAMP04503|len30
DRAMP02245|len27	DRAMP04504|len30
DRAMP02398|len19	DRAMP02398|len19
DRAMP02399|len20	DRAMP02399|len20
DRAMP02400|len20	DRAMP02400|len20
DRAMP02404|len22	DRAMP02404|len22
DRAMP02405|len25	DRAMP02405|len25
DRAMP02405|len25	DRAMP00300|len31
DRAMP02406|len99	DRAMP02406|len99
DRAMP02407|len17	DRAMP02407|len17
DRAMP02408|len44	DRAMP02408|len44
DRAMP02431|len88	DRAMP02431|len88
DRAMP02435|len58	DRAMP02435|len58
DRAMP02436|len15	DRAMP02436|len15
DRAMP02437|len34	DRAMP02437|len34
DRAMP02438|len26	DRAMP02438|len26
DRAMP02440|len55	DRAMP02440|len55
DRAMP18264|len29	DRAMP18264|len29
DRAMP02447|len12	DRAMP02447|len12
DRAMP02450|len20	DRAMP02450|len20
DRAMP02451|len49	DRAMP02451|len49
DRAMP02455|len19	DRAMP02455|len19
DRAMP02457|len18	DRAMP02457|len18
DRAMP02457|len18	DRAMP02488|len19
DRAMP02458|len49	DRAMP02458|len49
DRAMP02458|len49	DRAMP02512|len61
DRAMP02458|len49	DRAMP02902|len49
DRAMP02461|len39	DRAMP02461|len39
DRAMP02462|len95	DRAMP02462|len95
DRAMP04101|len23	DRAMP04101|len23
DRAMP04103|len20	DRAMP04103|len20
DRAMP04103|len20	DRAMP04102|len20
DRAMP04103|len20	DRAMP04104|len20
DRAMP04103|len20	DRAMP04105|len20
DRAMP04103|len20	DRAMP04106|len20
DRAMP04103|len20	DRAMP04107|len20
DRAMP04103|len20	DRAMP04111|len20
DRAMP04103|len20	DRAMP04112|len20
DRAMP04103|len20	DRAMP04113|len20
DRAMP04103|len20	DRAMP04114|len20
DRAMP04103|len20	DRAMP04115|len20
DRAMP04103|len20	DRAMP04117|len20
DRAMP04103|len20	DRAMP04119|len20
DRAMP04103|len20	DRAMP04120|len20
DRAMP04103|len20	DRAMP04121|len20
DRAMP04103|len20	DRAMP04122|len20
DRAMP04108|len20	DRAMP04108|len20
DRAMP04123|len10	DRAMP04123|len10
DRAMP04124|len10	DRAMP04124|len10
DRAMP04125|len10	DRAMP04125|len10
DRAMP04126|len10	DRAMP04126|len10
DRAMP04127|len10	DRAMP04127|len10
DRAMP04128|len10	DRAMP04128|len10
DRAMP04129|len10	DRAMP04129|len10
DRAMP04136|len11	DRAMP04136|len11
DRAMP04137|len22	DRAMP04137|len22
DRAMP04139|len8	DRAMP04139|len8
DRAMP04140|len8	DRAMP04140|len8
DRAMP04140|len8	DRAMP04138|len8
DRAMP04141|len8	DRAMP04141|len8
DRAMP04142|len8	DRAMP04142|len8
DRAMP04142|len8	DRAMP04143|len8
DRAMP04142|len8	DRAMP04144|len8
DRAMP04145|len8	DRAMP04145|len8
DRAMP04146|len8	DRAMP04146|len8
DRAMP04147|len8	DRAMP04147|len8
DRAMP02665|len75	DRAMP02665|len75
DRAMP18245|len42	DRAMP18245|len42
DRAMP18245|len42	DRAMP18244|len42
